,Owner_entity,COUNT(*)
529,"Etudiants Institut SupÃ©rieur De Philosophie Saint Pierre Canisius, Oth",1
530,"AmitiÃ© Adrienne Von Speyr, Oth",1
531,"Cfip, Othinstitut FuÌˆr Arbeit Und Technik (hamburg, Germany)., Oth, Institut FranÃ§ais D'analyse Transactionnelle",1
532,"Fondation Universitaire Pour La CoopeÌration Internationale Au DeÌveloppement, Oth",1
533,"Vriendenkring Ssc, Oth",1
534,"Operatie Mobilisatie BelgiÃ«, Oth",1
535,"Cepas, Centre D'etudes Pour L'action Sociale, Oth",1
536,"Society Of Jesus. Sjs, Social Justice Secretariat, Oth",1
537,"Eglise Protestante De Wavre, Oth",1
538,"Instituut Voor Voortdurende Vorming Van De Middenstand Brussel, Oth",1
